%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=210181, 2015/04/17 16:48:1.82)
1 9 4.531681e-01 0 0 5.000000e-01 4.790066e-01 4.756468e-01 4.344657e-01 
2 17 4.577603e-01 0 0 4.899727e-01 4.992549e-01 4.582232e-01 4.266720e-01 
3 25 3.604142e-01 0 0 3.640671e-01 3.751032e-01 3.449673e-01 3.248875e-01 
4 33 4.130846e-01 0 0 4.015620e-01 4.163358e-01 3.921363e-01 4.385782e-01 
5 41 3.586448e-01 0 0 3.311740e-01 3.424655e-01 3.253606e-01 3.663446e-01 
6 49 3.450296e-01 0 0 3.189856e-01 3.267570e-01 3.060270e-01 3.454358e-01 
7 57 2.825956e-01 0 0 2.468136e-01 2.563011e-01 2.386970e-01 2.670830e-01 
