%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=216126, 2015/04/17 17:54:54.26)
1 9 -1.569765610279296197e+01 0 0 6.992604e-01 5.330026e-01 5.816454e-01 1.212717e+00 
2 17 -2.975996861820068773e+01 0 0 3.516902e-01 7.627099e-01 5.649192e-01 8.389890e-01 
3 25 -6.897222869409932855e+01 0 0 -7.715230e-01 6.437344e-01 3.813229e-01 3.965551e-01 
4 33 -1.104539888014626996e+02 0 0 1.279227e-01 5.075820e-01 1.508306e-01 -2.736395e-01 
