%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=216126, 2015/04/17 17:54:54.26)
1 9 4.621752e-01 0 0 4.482082e-01 4.610228e-01 4.457406e-01 4.412731e-01 
2 17 4.562733e-01 0 0 4.502519e-01 4.471093e-01 4.295555e-01 4.156893e-01 
3 25 4.740835e-01 0 0 5.000000e-01 4.460663e-01 4.469802e-01 4.656676e-01 
4 33 4.712970e-01 0 0 4.726335e-01 4.217607e-01 4.228416e-01 5.000000e-01 
