%  columns="iteration, evaluation, void, void, void, xmean" (startseed=216126, 2015/04/17 17:54:54.26)
0 1 0 0 0 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 
1 9 0 0 0 7.311473e-01 6.344404e-01 7.733435e-01 1.101603e+00 
2 17 0 0 0 4.182799e-01 5.099574e-01 5.823935e-01 1.095097e+00 
3 25 0 0 0 1.407048e-01 5.593778e-01 3.459003e-01 6.046974e-01 
4 33 0 0 0 3.884352e-01 4.741868e-01 4.888835e-01 2.285224e-01 
