%  columns="iteration, evaluation, void, void, void, xmean" (startseed=213475, 2015/04/18 13:37:47.75)
0 1 0 0 0 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 
1 9 0 0 0 4.679888e-01 4.369262e-01 5.170577e-01 8.416568e-01 
2 17 0 0 0 -3.519446e-03 5.233815e-01 6.948118e-01 6.122203e-01 
