%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=216231, 2015/04/17 14:56:56.31)
1 9 -6.501112215969732233e+01 0 0 5.738068e-01 2.716982e-01 7.598342e-01 1.130692e-01 
2 17 -1.025276015275374988e+02 0 0 3.514707e-01 -3.356544e-01 5.681590e-01 -3.120274e-01 
