%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=213718, 2015/04/14 21:34:49.19)
1 9 1.400625e+00 1.271632e+00 9.409664e-01 9.409664e-01 9.423307e-01 9.634401e-01 1.271632e+00 
2 17 1.297402e+00 1.276566e+00 8.911530e-01 8.911530e-01 8.979490e-01 9.186461e-01 1.276566e+00 
3 25 1.383979e+00 1.383870e+00 8.510815e-01 8.510815e-01 8.807333e-01 9.505840e-01 1.383870e+00 
4 33 1.290677e+00 1.573816e+00 8.083061e-01 8.083061e-01 8.630730e-01 9.077199e-01 1.573816e+00 
5 41 1.007700e+00 1.522177e+00 7.643771e-01 7.643771e-01 8.169480e-01 8.560300e-01 1.522177e+00 
6 49 1.115397e+00 1.436286e+00 7.326283e-01 7.326283e-01 7.860767e-01 1.017129e+00 1.436286e+00 
7 57 1.084591e+00 1.386379e+00 6.926227e-01 6.926227e-01 7.777927e-01 9.966334e-01 1.386379e+00 
8 65 1.009431e+00 1.341199e+00 6.727043e-01 6.727043e-01 7.489412e-01 9.476262e-01 1.341199e+00 
9 73 1.027384e+00 1.334509e+00 6.911614e-01 6.911614e-01 7.452571e-01 8.988250e-01 1.334509e+00 
10 81 9.920312e-01 1.310560e+00 6.813855e-01 6.813855e-01 7.171638e-01 8.805871e-01 1.310560e+00 
11 89 9.210065e-01 1.311953e+00 6.739421e-01 6.739421e-01 7.050334e-01 8.389287e-01 1.311953e+00 
12 97 7.749236e-01 1.241850e+00 6.640468e-01 6.640468e-01 6.694233e-01 7.979825e-01 1.241850e+00 
13 105 7.013678e-01 1.228008e+00 6.260615e-01 6.260615e-01 7.007467e-01 7.633383e-01 1.228008e+00 
14 113 7.469613e-01 1.247669e+00 6.264937e-01 6.264937e-01 6.711902e-01 8.099401e-01 1.247669e+00 
15 121 7.618387e-01 1.260249e+00 5.927183e-01 5.927183e-01 6.779710e-01 7.702266e-01 1.260249e+00 
16 129 6.417318e-01 1.207635e+00 5.724947e-01 5.724947e-01 6.699526e-01 7.276763e-01 1.207635e+00 
17 137 5.416179e-01 1.150878e+00 5.600072e-01 5.600072e-01 6.494871e-01 6.937958e-01 1.150878e+00 
18 145 5.052426e-01 1.161623e+00 5.378105e-01 5.378105e-01 6.241500e-01 6.636043e-01 1.161623e+00 
