%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=211121, 2015/04/14 9:11:58.21)
1 9 4.269039e-01 1.064679e+00 -1.358351866738272662e+01 -1.358351866738272662e+01 -4.636015578634204992e+00 -1.013040352375811359e+00
2 17 4.530856e-01 1.249767e+00 -1.358351866738272662e+01 -1.249696444079581248e+01 -2.749713325358456473e+00 -1.617589377133004103e+00
3 25 4.293872e-01 1.409561e+00 -4.238179419950670734e+01 -4.238179419950670734e+01 -9.151387758057808242e+00 -1.834360143967396883e+00
4 33 3.723417e-01 1.716194e+00 -8.100594682524697987e+01 -8.100594682524697987e+01 -2.488049340600544923e+01 -5.831793597917679151e+00
5 41 3.726280e-01 1.762228e+00 -1.091435972495244044e+02 -1.091435972495244044e+02 -7.264662339917732936e+01 -4.011757624204473416e+01
6 49 3.592847e-01 1.841315e+00 -1.091435972495244044e+02 -9.912126639639640757e+01 -7.296867937224016032e+01 -2.266664569487512182e+01
7 57 3.192734e-01 1.806480e+00 -1.091435972495244044e+02 -1.081179957502321543e+02 -7.196677911809771899e+01 -1.814211772598748595e+01
8 65 2.460430e-01 1.817625e+00 -1.091435972495244044e+02 -1.045509384832445789e+02 -8.398671204339980534e+01 -1.801734389728718000e+01
9 73 2.516381e-01 1.917232e+00 -1.167278644877992662e+02 -1.167278644877992662e+02 -9.230565046855903688e+01 -4.671278937978215851e+01
10 81 2.660330e-01 1.863437e+00 -1.167278644877992662e+02 -1.061546503614410426e+02 -9.816701561442312141e+01 -7.634235818562727616e+01
11 89 2.478223e-01 1.827483e+00 -1.167278644877992662e+02 -1.119759271408267409e+02 -9.509244477128888207e+01 -6.927896470357289616e+01
12 97 2.383252e-01 1.779738e+00 -1.167278644877992662e+02 -1.014794507606184197e+02 -8.931839836526373233e+01 -3.678361199848333740e+01
13 105 1.988276e-01 1.762934e+00 -1.167278644877992662e+02 -1.126717934522143167e+02 -1.018564300457884855e+02 -6.808013475823341309e+01
14 113 1.882339e-01 1.858750e+00 -1.167278644877992662e+02 -1.079524867684503562e+02 -9.312277372321123892e+01 -7.245699985803258869e+01
15 121 1.578613e-01 1.978838e+00 -1.167278644877992662e+02 -1.090580393870547340e+02 -7.403422536027834155e+01 -4.581332222035280921e+01
16 129 1.448375e-01 1.865217e+00 -1.171027670070913302e+02 -1.171027670070913302e+02 -9.928544335432056300e+01 -6.228120445811108397e+01
17 137 1.491141e-01 2.161394e+00 -1.194808648811199845e+02 -1.194808648811199845e+02 -1.019189817224062438e+02 -9.032281775008769387e+01
18 145 1.353453e-01 2.155815e+00 -1.194808648811199845e+02 -1.125659016493254825e+02 -9.751589595759853069e+01 -9.334041217131959911e+01
19 153 1.323273e-01 2.144265e+00 -1.194808648811199845e+02 -1.067616375103054480e+02 -9.686727706593546827e+01 -8.223835725583613510e+01
20 161 1.565626e-01 2.597520e+00 -1.194808648811199845e+02 -1.140616636204270691e+02 -1.015891821267589705e+02 -8.268585196261112458e+01
21 169 1.530685e-01 2.819079e+00 -1.194808648811199845e+02 -1.101504823352561004e+02 -8.787387824852518747e+01 -4.054436383530644861e+01
22 177 1.396592e-01 2.798092e+00 -1.194808648811199845e+02 -1.087722911507595569e+02 -1.017693911481521809e+02 -9.144976051673064887e+01
23 185 1.085998e-01 2.786740e+00 -1.194808648811199845e+02 -1.049042111426928017e+02 -9.501782517054641630e+01 -8.674290103417445152e+01
24 193 9.331737e-02 2.861640e+00 -1.194808648811199845e+02 -1.143952201084536426e+02 -9.687087207369069120e+01 -8.892932537124869441e+01
25 201 8.844082e-02 2.914594e+00 -1.194808648811199845e+02 -1.058933465828192197e+02 -9.623365432871962355e+01 -9.260925584581136150e+01
26 209 8.684833e-02 3.071951e+00 -1.194808648811199845e+02 -1.112641579641451557e+02 -9.812350419572581472e+01 -9.343164827173879416e+01
27 217 8.660056e-02 2.917686e+00 -1.240211251242893411e+02 -1.240211251242893411e+02 -9.346957807525528494e+01 -8.970545401238355510e+01
28 225 8.037884e-02 2.969470e+00 -1.240211251242893411e+02 -1.047470982458904984e+02 -9.701401003625687736e+01 -8.205035518733410527e+01
29 233 1.011569e-01 2.372041e+00 -1.240211251242893411e+02 -1.110071895798093351e+02 -1.025478124358911316e+02 -9.120689197058905506e+01
30 241 1.296372e-01 2.817175e+00 -1.240211251242893411e+02 -1.071224819369524539e+02 -9.470788863235364374e+01 -8.250257670048591763e+01
31 249 1.340069e-01 2.766064e+00 -1.240211251242893411e+02 -1.196195086058075105e+02 -9.840741089563481125e+01 -8.789812927374504170e+01
32 257 1.262968e-01 2.789786e+00 -1.240211251242893411e+02 -1.120393737583831921e+02 -9.939588958802926300e+01 -8.484458663711785675e+01
33 265 1.625244e-01 2.753405e+00 -1.240211251242893411e+02 -1.196844724852078627e+02 -1.030353273371950991e+02 -9.186379316795523664e+01
34 273 2.133528e-01 2.564840e+00 -1.240211251242893411e+02 -1.138829618137054922e+02 -9.960703225228088797e+01 -8.682273556161537442e+01
35 281 2.324979e-01 2.519963e+00 -1.240211251242893411e+02 -1.065260573220047746e+02 -1.023120451698392515e+02 -9.031562245856336801e+01
36 289 2.332139e-01 2.525996e+00 -1.240211251242893411e+02 -1.071964866001337953e+02 -9.249979722504065194e+01 -6.164810708570099962e+01
37 297 2.190456e-01 2.596135e+00 -1.240211251242893411e+02 -1.140437467211439895e+02 -9.276203965989314781e+01 -7.899968312203611731e+01
