%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=209207, 2015/04/23 20:5:25.08)
1 9 1.495375e+00 1.218756e+00 -1.000000000000000000e+04 -1.000000000000000000e+04 -1.020659343297868489e-12 -1.156305197777108264e-14
2 17 1.269930e+00 1.245097e+00 -1.000000000000000000e+04 -1.000000000000000000e+04 -6.847446966740195001e-13 -9.112644187688537102e-15
3 25 1.208159e+00 1.267427e+00 -1.000000000000000000e+04 -9.333199127305172385e-12 -1.962220633797149069e-12 -4.277229291791590300e-15
4 33 1.196324e+00 1.345167e+00 -1.000000000000000000e+04 -9.746057442835917070e-12 -2.206990187130214902e-12 -4.100347918865281686e-14
5 41 1.080113e+00 1.361317e+00 -1.000000000000000000e+04 -1.078567134266454900e-11 -1.085129263422075172e-12 -1.076679038517216958e-14
6 49 8.970046e-01 1.333396e+00 -1.000000000000000000e+04 -1.942660708260270232e-11 -3.725226140016796839e-12 -7.434577339035528925e-14
7 57 7.975329e-01 1.332511e+00 -1.000000000000000000e+04 -3.945247238530002711e-11 -5.208315279957744830e-12 -3.442025255349203760e-13
8 65 7.130608e-01 1.315981e+00 -1.000000000000000000e+04 -2.799650963475633442e-11 -1.388809537872859246e-11 -3.103447008698392976e-12
9 73 7.285931e-01 1.431137e+00 -1.000000000000000000e+04 -2.489060771716379030e-11 -1.181560565168467195e-11 -1.113632616384682560e-12
10 81 6.587170e-01 1.483700e+00 -1.000000000000000000e+04 -2.822267536677638806e-11 -1.066846726961493801e-11 -5.848490729468736497e-12
