%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=209207, 2015/04/23 20:5:25.08)
1 9 1.495375e+00 1.148688e+00 9.425086e-01 9.425086e-01 9.448610e-01 9.563238e-01 1.148688e+00 
2 17 1.269930e+00 1.108141e+00 8.900042e-01 8.900042e-01 9.056848e-01 9.362323e-01 1.108141e+00 
3 25 1.208159e+00 1.067457e+00 8.422241e-01 8.422241e-01 8.815352e-01 9.652936e-01 1.067457e+00 
4 33 1.196324e+00 1.115904e+00 8.295658e-01 8.295658e-01 8.414327e-01 9.245572e-01 1.115904e+00 
5 41 1.080113e+00 1.082930e+00 7.955020e-01 7.955020e-01 8.284385e-01 9.143640e-01 1.082930e+00 
6 49 8.970046e-01 1.027618e+00 7.706772e-01 7.706772e-01 7.826673e-01 8.770757e-01 1.027618e+00 
7 57 7.975329e-01 9.732015e-01 7.303519e-01 7.303519e-01 8.057127e-01 8.353070e-01 9.732015e-01 
8 65 7.130608e-01 9.356478e-01 7.109887e-01 7.109887e-01 7.818817e-01 8.120221e-01 9.356478e-01 
9 73 7.285931e-01 9.573734e-01 6.689598e-01 6.689598e-01 7.481987e-01 8.134941e-01 9.573734e-01 
10 81 6.587170e-01 9.764388e-01 6.581106e-01 6.581106e-01 7.095720e-01 7.759733e-01 9.764388e-01 
