%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=213199, 2015/04/17 23:53:20.00)
1 9 4.507603e-01 1.183483e+00 9.403828e-01 9.403828e-01 9.480216e-01 9.688945e-01 1.183483e+00 
2 17 4.236250e-01 1.150076e+00 8.957829e-01 8.957829e-01 9.103440e-01 9.874395e-01 1.150076e+00 
3 25 4.499870e-01 1.208988e+00 8.459931e-01 8.459931e-01 8.887462e-01 1.032881e+00 1.208988e+00 
4 33 4.023526e-01 1.173860e+00 8.036200e-01 8.036200e-01 8.546975e-01 9.861218e-01 1.173860e+00 
5 41 3.409830e-01 1.123985e+00 7.724314e-01 7.724314e-01 8.214643e-01 9.443221e-01 1.123985e+00 
6 49 2.988845e-01 1.088184e+00 7.451264e-01 7.451264e-01 8.008969e-01 9.069751e-01 1.088184e+00 
7 57 2.537596e-01 1.042973e+00 7.254351e-01 7.254351e-01 7.881732e-01 8.621136e-01 1.042973e+00 
8 65 2.598134e-01 1.011181e+00 6.843843e-01 6.843843e-01 7.803383e-01 9.106122e-01 1.011181e+00 
9 73 2.240356e-01 9.709081e-01 6.487215e-01 6.487215e-01 7.603954e-01 8.699088e-01 9.709081e-01 
10 81 1.912198e-01 9.259332e-01 6.303398e-01 6.303398e-01 7.218980e-01 8.273919e-01 9.259332e-01 
11 89 1.581892e-01 9.187592e-01 6.076721e-01 6.076721e-01 6.944221e-01 8.086516e-01 9.187592e-01 
12 97 1.331411e-01 8.936857e-01 5.750930e-01 5.750930e-01 6.610331e-01 7.695854e-01 8.936857e-01 
