%  columns="iteration, evaluation, void, void, void, xmean" (startseed=211437, 2015/04/17 17:58:3.37)
0 1 0 0 0 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 
1 9 0 0 0 5.670949e-01 8.573234e-01 3.402891e-01 6.630717e-01 
2 17 0 0 0 5.411117e-01 5.646092e-01 6.053911e-01 5.213055e-01 
3 25 0 0 0 2.309233e-01 4.419179e-01 1.171828e-01 3.588429e-01 
4 33 0 0 0 7.385482e-03 3.291494e-01 4.587474e-01 5.742578e-01 
5 41 0 0 0 2.141396e-01 6.009391e-01 3.398302e-01 4.305378e-01 
6 49 0 0 0 1.382379e-01 3.732942e-01 5.713724e-01 2.763960e-01 
