%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=211437, 2015/04/17 17:58:3.37)
1 9 -3.419937032795991172e+01 0 0 3.597746e-01 8.334804e-01 2.741327e-01 6.813707e-01 
2 17 -5.173165316491473931e+01 0 0 6.124891e-01 5.981232e-01 4.780112e-01 4.354454e-01 
3 25 -1.016529816010400680e+02 0 0 1.329759e-01 4.413246e-01 -6.048487e-01 5.045901e-01 
4 33 -1.015625631473238570e+02 0 0 5.797329e-02 3.324838e-01 -4.566824e-01 2.785044e-01 
5 41 -9.768083954053538775e+01 0 0 -1.423270e-02 -5.416533e-01 -2.780810e-01 3.828156e-01 
6 49 -9.888694249796063218e+01 0 0 -1.165395e-01 3.519752e-01 4.052218e-02 2.060135e-01 
