%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=211437, 2015/04/17 17:58:3.37)
1 9 4.535684e-01 0 0 4.628810e-01 4.387153e-01 5.000000e-01 4.504001e-01 
2 17 4.374582e-01 0 0 4.308119e-01 4.229074e-01 4.588046e-01 4.236183e-01 
3 25 4.452891e-01 0 0 4.462428e-01 4.252872e-01 5.000000e-01 4.245465e-01 
4 33 4.425439e-01 0 0 4.492788e-01 4.101249e-01 4.766595e-01 4.035792e-01 
5 41 3.602196e-01 0 0 3.518917e-01 3.237633e-01 3.687200e-01 3.121838e-01 
6 49 3.393647e-01 0 0 3.151853e-01 2.971952e-01 3.402612e-01 2.899874e-01 
