%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=210206, 2015/04/23 20:15:25.07)
1 9 1.426249e+00 0 0 1.358971e+00 1.351582e+00 1.391465e+00 1.409635e+00 
2 17 1.515787e+00 0 0 1.556054e+00 1.570796e+00 1.555344e+00 1.431744e+00 
3 25 1.427461e+00 0 0 1.570796e+00 1.419760e+00 1.405615e+00 1.293252e+00 
4 33 1.275937e+00 0 0 1.350909e+00 1.229876e+00 1.229162e+00 1.129592e+00 
5 41 1.268340e+00 0 0 1.379054e+00 1.291323e+00 1.158106e+00 1.064949e+00 
6 49 1.114728e+00 0 0 1.148092e+00 1.090698e+00 9.814252e-01 8.875146e-01 
7 57 9.845761e-01 0 0 9.640682e-01 9.224237e-01 8.534368e-01 7.524766e-01 
