%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=211167, 2015/04/23 19:47:3.68)
1 9 1.420793e+00 1.170554e+00 9.404471e-01 9.404471e-01 9.422629e-01 9.451782e-01 1.170554e+00 
2 17 1.225502e+00 1.154657e+00 8.867849e-01 8.867849e-01 8.928787e-01 9.324506e-01 1.154657e+00 
3 25 9.735022e-01 1.116396e+00 8.374703e-01 8.374703e-01 8.454684e-01 9.054087e-01 1.116396e+00 
4 33 1.085046e+00 1.248335e+00 7.972024e-01 7.972024e-01 8.494071e-01 9.025582e-01 1.248335e+00 
5 41 1.041310e+00 1.197182e+00 7.615507e-01 7.615507e-01 8.095461e-01 9.551624e-01 1.197182e+00 
6 49 1.015201e+00 1.183397e+00 7.167581e-01 7.167581e-01 7.661858e-01 9.883954e-01 1.183397e+00 
7 57 9.082545e-01 1.156963e+00 7.158009e-01 7.158009e-01 7.322161e-01 9.980713e-01 1.156963e+00 
8 65 8.987635e-01 1.146254e+00 6.768699e-01 6.768699e-01 7.404568e-01 9.684134e-01 1.146254e+00 
9 73 8.823167e-01 1.119650e+00 6.578589e-01 6.578589e-01 7.502731e-01 9.130817e-01 1.119650e+00 
10 81 8.701340e-01 1.092841e+00 6.898524e-01 6.898524e-01 7.121131e-01 9.504780e-01 1.092841e+00 
