%  columns="iteration, evaluation, void, void, void, xmean" (startseed=212837, 2015/04/18 13:39:39.38)
0 1 0 0 0 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 
1 9 0 0 0 5.858965e-01 6.136768e-01 8.355796e-01 3.584677e-01 
2 17 0 0 0 5.490308e-01 2.521443e-01 7.064999e-01 4.763631e-01 
3 25 0 0 0 3.846552e-01 -8.029449e-02 6.807348e-01 -6.485607e-02 
