%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=212837, 2015/04/18 13:39:39.38)
1 9 4.455842e-01 0 0 4.523539e-01 4.471745e-01 4.285118e-01 5.000000e-01 
2 17 4.550791e-01 0 0 4.516067e-01 4.892045e-01 4.274558e-01 4.877800e-01 
3 25 4.332095e-01 0 0 4.183160e-01 4.923178e-01 3.918504e-01 5.000000e-01 
