%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=212837, 2015/04/18 13:39:39.38)
1 9 -6.111906589614978458e+01 0 0 5.058009e-01 4.011537e-01 1.108537e+00 -2.174806e-01 
2 17 -6.837346940895420744e+01 0 0 2.108648e-01 -4.649169e-02 1.000097e+00 2.535913e-01 
3 25 -9.421917764258104455e+01 0 0 1.060569e-01 -4.122088e-01 2.954687e-01 -1.738651e-01 
