%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=211565, 2015/04/14 21:21:40.65)
1 9 1.363421e+00 1.011195e+00 9.401174e-01 9.401174e-01 9.414695e-01 9.547330e-01 1.011195e+00 
2 17 1.293477e+00 1.065814e+00 8.864711e-01 8.864711e-01 8.962933e-01 9.227877e-01 1.065814e+00 
3 25 1.292148e+00 1.016878e+00 8.387737e-01 8.387737e-01 8.662841e-01 9.938579e-01 1.016878e+00 
4 33 1.345202e+00 1.222381e+00 8.009422e-01 8.009422e-01 8.383918e-01 9.696767e-01 1.222381e+00 
5 41 1.225770e+00 1.170003e+00 7.772721e-01 7.772721e-01 7.923769e-01 9.749460e-01 1.170003e+00 
6 49 1.151390e+00 1.165200e+00 7.508450e-01 7.508450e-01 7.906103e-01 9.236913e-01 1.165200e+00 
7 57 1.099636e+00 1.201694e+00 7.326204e-01 7.326204e-01 7.509600e-01 8.756655e-01 1.201694e+00 
8 65 1.109962e+00 1.208219e+00 6.922597e-01 6.922597e-01 7.555146e-01 8.303903e-01 1.208219e+00 
9 73 1.064376e+00 1.231099e+00 6.555559e-01 6.555559e-01 7.236518e-01 8.028387e-01 1.231099e+00 
10 81 1.002431e+00 1.188062e+00 6.319640e-01 6.319640e-01 7.149187e-01 7.849717e-01 1.188062e+00 
11 89 8.832976e-01 1.179850e+00 6.155714e-01 6.155714e-01 6.972800e-01 7.437436e-01 1.179850e+00 
12 97 8.777855e-01 1.134829e+00 5.917250e-01 5.917250e-01 6.699309e-01 8.169812e-01 1.134829e+00 
13 105 9.101744e-01 1.082202e+00 5.589788e-01 5.589788e-01 6.428066e-01 8.817571e-01 1.082202e+00 
14 113 9.134634e-01 1.052554e+00 5.698033e-01 5.698033e-01 6.219547e-01 8.749068e-01 1.052554e+00 
15 121 1.036649e+00 1.029690e+00 5.915157e-01 5.915157e-01 6.616855e-01 8.355140e-01 1.029690e+00 
16 129 1.001889e+00 9.799744e-01 5.745119e-01 5.745119e-01 6.544484e-01 7.875617e-01 9.799744e-01 
17 137 9.008565e-01 9.260977e-01 5.481872e-01 5.481872e-01 6.527129e-01 7.518009e-01 9.260977e-01 
