%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=207807, 2015/04/17 18:2:22.08)
1 9 4.655841e-01 0 0 4.969155e-01 5.000000e-01 4.696705e-01 4.473482e-01 
2 17 4.531840e-01 0 0 5.000000e-01 4.824973e-01 4.367458e-01 4.220993e-01 
3 25 4.329708e-01 0 0 5.000000e-01 4.367495e-01 4.051671e-01 4.149582e-01 
4 33 4.029709e-01 0 0 4.572832e-01 3.964178e-01 3.764880e-01 3.678693e-01 
5 41 3.955540e-01 0 0 4.271940e-01 3.668593e-01 3.906032e-01 3.408465e-01 
6 49 3.540013e-01 0 0 3.660067e-01 3.176536e-01 3.317360e-01 2.915143e-01 
7 57 3.744576e-01 0 0 3.703277e-01 3.573115e-01 3.402112e-01 2.967498e-01 
8 65 3.787716e-01 0 0 3.564470e-01 3.672099e-01 3.288588e-01 2.921474e-01 
