%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=207807, 2015/04/17 18:2:22.08)
1 9 -3.096526200962329867e+01 0 0 2.734376e-01 3.469687e-02 1.585181e+00 8.538959e-01 
2 17 -5.712016079687656145e+01 0 0 -5.397482e-02 8.276966e-02 1.334480e+00 4.902763e-01 
3 25 -6.756532044437732054e+01 0 0 -3.745402e-01 3.623319e-01 8.149013e-01 2.838185e-01 
4 33 -9.965295735898234852e+01 0 0 4.830518e-01 5.928355e-01 4.685272e-01 4.875450e-01 
5 41 -9.633327901005375793e+01 0 0 -2.121913e-01 5.099996e-01 2.938395e-01 3.547459e-01 
6 49 -1.138787633618080264e+02 0 0 3.832962e-01 3.236934e-01 5.785477e-01 5.008757e-01 
7 57 -1.074994588589434699e+02 0 0 3.311498e-01 1.898840e-03 3.576008e-01 4.944876e-01 
8 65 -8.690128556759796652e+01 0 0 3.035671e-01 -1.522102e-01 4.305939e-01 5.879455e-01 
