%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=212629, 2015/04/14 19:23:51.30)
1 9 1.305959e+00 0 0 1.237621e+00 1.314279e+00 1.233855e+00 1.240059e+00 
2 17 1.143099e+00 0 0 1.021490e+00 1.156015e+00 1.016871e+00 1.052702e+00 
3 25 9.626636e-01 0 0 8.406013e-01 9.408813e-01 8.104835e-01 8.459280e-01 
4 33 1.014277e+00 0 0 9.024399e-01 9.443745e-01 8.107496e-01 1.021921e+00 
