%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=208958, 2015/04/14 21:2:33.58)
1 9 1.440234e+00 1.046692e+00 9.406076e-01 9.406076e-01 9.421723e-01 9.608107e-01 1.046692e+00 
2 17 1.177784e+00 1.009133e+00 8.880743e-01 8.880743e-01 8.962562e-01 9.159432e-01 1.009133e+00 
3 25 9.883825e-01 9.555363e-01 8.432974e-01 8.432974e-01 8.662002e-01 9.065307e-01 9.555363e-01 
4 33 8.943279e-01 9.647049e-01 8.024793e-01 8.024793e-01 8.218234e-01 8.581079e-01 9.647049e-01 
5 41 7.159305e-01 9.236953e-01 7.593000e-01 7.593000e-01 7.809274e-01 8.218241e-01 9.236953e-01 
6 49 6.245265e-01 8.849409e-01 7.200554e-01 7.200554e-01 7.721029e-01 8.016753e-01 8.849409e-01 
7 57 5.955755e-01 8.938460e-01 6.891388e-01 6.891388e-01 7.346777e-01 7.783985e-01 8.938460e-01 
8 65 4.844131e-01 8.729276e-01 6.638286e-01 6.638286e-01 7.017915e-01 7.546856e-01 8.729276e-01 
9 73 4.433271e-01 8.681463e-01 6.324412e-01 6.324412e-01 6.662291e-01 7.446945e-01 8.681463e-01 
10 81 4.356094e-01 8.809866e-01 6.285051e-01 6.285051e-01 6.339151e-01 7.153107e-01 8.809866e-01 
11 89 4.006728e-01 8.540843e-01 6.036224e-01 6.036224e-01 6.254538e-01 7.272725e-01 8.540843e-01 
12 97 3.277094e-01 8.170328e-01 5.754208e-01 5.754208e-01 6.033854e-01 7.068651e-01 8.170328e-01 
13 105 3.139363e-01 7.735351e-01 5.667567e-01 5.667567e-01 5.854012e-01 7.070535e-01 7.735351e-01 
14 113 3.289121e-01 7.854372e-01 5.422303e-01 5.422303e-01 5.951642e-01 6.816150e-01 7.854372e-01 
15 121 2.928075e-01 7.526250e-01 5.196359e-01 5.196359e-01 5.630055e-01 6.687055e-01 7.526250e-01 
16 129 2.577086e-01 7.172256e-01 5.051992e-01 5.051992e-01 5.331454e-01 6.407909e-01 7.172256e-01 
