%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=213957, 2015/04/17 23:45:35.58)
1 9 4.461798e-01 1.330177e+00 -6.455869042304966854e+01 -6.455869042304966854e+01 -3.957470506322684933e+00 -1.131692155295935365e+00
2 17 4.006311e-01 1.409515e+00 -1.136090018581297727e+02 -1.136090018581297727e+02 -2.986143489724636524e+01 -1.920645102667529303e+00
3 25 3.785426e-01 1.484222e+00 -1.136090018581297727e+02 -7.802265841069677776e+01 -2.021993116853935391e+01 -6.874985935530283365e-01
4 33 4.145397e-01 1.559578e+00 -1.136090018581297727e+02 -8.630666451987585219e+01 -4.465278799163951362e+01 -1.005896118087117941e+01
5 41 3.897176e-01 1.582975e+00 -1.136090018581297727e+02 -9.219618742477726414e+01 -2.849818512408582194e+01 -3.358518168556928529e+00
6 49 2.964938e-01 1.633211e+00 -1.136090018581297727e+02 -9.863808335645502723e+01 -1.437560146819614992e+01 -7.125699187910181642e+00
7 57 2.672475e-01 1.745118e+00 -1.136090018581297727e+02 -7.370084231250511664e+01 -3.582498222442176683e+01 -2.092974383927035120e+01
8 65 2.761086e-01 1.771099e+00 -1.136090018581297727e+02 -1.053310785917416865e+02 -5.146407249124261085e+01 -1.678494517324251234e+01
9 73 2.359921e-01 1.764966e+00 -1.136090018581297727e+02 -1.045097323866937273e+02 -9.144773147653503997e+01 -5.129961997866567458e+01
10 81 2.271000e-01 1.890853e+00 -1.136090018581297727e+02 -1.046305689199621582e+02 -8.715801681899553444e+01 -4.524269798335092219e+01
