%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=208744, 2015/04/23 19:23:3.44)
1 9 1.329215e+00 9.890399e-01 9.402052e-01 9.402052e-01 9.424641e-01 9.784894e-01 9.890399e-01 
2 17 1.135345e+00 9.740801e-01 8.991988e-01 8.991988e-01 9.308825e-01 9.402613e-01 9.740801e-01 
3 25 1.081104e+00 9.897091e-01 8.840918e-01 8.840918e-01 9.185300e-01 9.252626e-01 9.897091e-01 
4 33 9.415401e-01 9.515118e-01 8.550610e-01 8.550610e-01 8.788120e-01 8.922076e-01 9.515118e-01 
5 41 8.753533e-01 9.422948e-01 8.093775e-01 8.093775e-01 8.541099e-01 9.039618e-01 9.422948e-01 
6 49 9.820313e-01 1.080640e+00 7.622798e-01 7.622798e-01 8.368632e-01 8.712544e-01 1.080640e+00 
7 57 9.274882e-01 1.041814e+00 7.293616e-01 7.293616e-01 7.945129e-01 8.891492e-01 1.041814e+00 
8 65 7.585708e-01 9.932503e-01 7.012480e-01 7.012480e-01 7.766063e-01 8.496962e-01 9.932503e-01 
9 73 7.226847e-01 9.410947e-01 6.967864e-01 6.967864e-01 7.968111e-01 8.019081e-01 9.410947e-01 
10 81 8.840740e-01 1.029037e+00 7.212202e-01 7.212202e-01 7.610849e-01 8.430913e-01 1.029037e+00 
