%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=214735, 2015/04/14 20:43:51.36)
1 9 1.409668e+00 1.034397e+00 9.403295e-01 9.403295e-01 9.435434e-01 9.760568e-01 1.034397e+00 
2 17 1.484646e+00 1.181773e+00 8.859831e-01 8.859831e-01 9.211757e-01 9.782620e-01 1.181773e+00 
3 25 1.468225e+00 1.262276e+00 8.374077e-01 8.374077e-01 8.732838e-01 9.276402e-01 1.262276e+00 
4 33 1.218908e+00 1.247164e+00 7.977280e-01 7.977280e-01 8.301736e-01 8.924260e-01 1.247164e+00 
5 41 1.283612e+00 1.283807e+00 7.543057e-01 7.543057e-01 8.129962e-01 9.381027e-01 1.283807e+00 
6 49 1.239466e+00 1.493375e+00 7.397539e-01 7.397539e-01 8.428537e-01 8.893861e-01 1.493375e+00 
7 57 1.079925e+00 1.428053e+00 6.996326e-01 6.996326e-01 8.179189e-01 8.516547e-01 1.428053e+00 
8 65 9.818502e-01 1.348421e+00 7.117148e-01 7.117148e-01 7.747297e-01 8.250831e-01 1.348421e+00 
9 73 9.343531e-01 1.277549e+00 6.934834e-01 6.934834e-01 7.406852e-01 8.529301e-01 1.277549e+00 
10 81 7.038590e-01 1.205969e+00 6.562961e-01 6.562961e-01 7.049060e-01 8.092640e-01 1.205969e+00 
11 89 6.748847e-01 1.176658e+00 6.299231e-01 6.299231e-01 7.433880e-01 7.688427e-01 1.176658e+00 
12 97 6.494769e-01 1.183127e+00 5.944271e-01 5.944271e-01 7.291280e-01 7.566070e-01 1.183127e+00 
13 105 5.667557e-01 1.116934e+00 5.860390e-01 5.860390e-01 7.141742e-01 7.307109e-01 1.116934e+00 
14 113 5.055331e-01 1.060486e+00 5.618000e-01 5.618000e-01 6.900529e-01 7.215378e-01 1.060486e+00 
