%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=209517, 2015/04/23 19:6:28.24)
1 9 1.565804e+00 1.108973e+00 9.403431e-01 9.403431e-01 9.404822e-01 9.488464e-01 1.108973e+00 
2 17 1.465123e+00 1.253743e+00 8.843540e-01 8.843540e-01 8.908549e-01 1.050653e+00 1.253743e+00 
3 25 1.288652e+00 1.307438e+00 8.482951e-01 8.482951e-01 8.696081e-01 1.000676e+00 1.307438e+00 
4 33 1.189980e+00 1.298746e+00 8.070645e-01 8.070645e-01 8.618692e-01 9.806512e-01 1.298746e+00 
5 41 1.060815e+00 1.243288e+00 7.767983e-01 7.767983e-01 8.559215e-01 9.520113e-01 1.243288e+00 
6 49 1.005161e+00 1.221251e+00 7.533681e-01 7.533681e-01 8.107008e-01 9.974602e-01 1.221251e+00 
7 57 8.927344e-01 1.206229e+00 7.154965e-01 7.154965e-01 7.804543e-01 9.685770e-01 1.206229e+00 
8 65 7.900737e-01 1.173202e+00 6.806144e-01 6.806144e-01 7.501656e-01 9.306814e-01 1.173202e+00 
9 73 8.452364e-01 1.125002e+00 6.439317e-01 6.439317e-01 7.742971e-01 1.006969e+00 1.125002e+00 
10 81 8.946534e-01 1.073524e+00 6.169719e-01 6.169719e-01 7.463062e-01 1.063044e+00 1.073524e+00 
