%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=212147, 2015/04/23 20:20:39.48)
1 9 1.370740e+00 1.001172e+00 9.415524e-01 9.415524e-01 9.473589e-01 9.647620e-01 1.001172e+00 
2 17 1.124376e+00 9.456729e-01 8.913043e-01 8.913043e-01 8.977647e-01 9.254418e-01 9.456729e-01 
3 25 1.019489e+00 9.480629e-01 8.482706e-01 8.482706e-01 8.559833e-01 9.027582e-01 9.480629e-01 
4 33 9.098409e-01 9.228042e-01 8.034024e-01 8.034024e-01 8.168213e-01 8.869336e-01 9.228042e-01 
5 41 7.906524e-01 8.933963e-01 7.671475e-01 7.671475e-01 7.796957e-01 8.736645e-01 8.933963e-01 
6 49 7.662750e-01 9.340620e-01 7.308291e-01 7.308291e-01 7.811242e-01 8.509200e-01 9.340620e-01 
7 57 8.645523e-01 1.066751e+00 7.237896e-01 7.237896e-01 7.465516e-01 8.379871e-01 1.066751e+00 
8 65 8.466989e-01 1.040989e+00 7.115927e-01 7.115927e-01 7.423499e-01 8.329798e-01 1.040989e+00 
9 73 8.328047e-01 1.042710e+00 6.757321e-01 6.757321e-01 7.077175e-01 8.362986e-01 1.042710e+00 
10 81 7.151062e-01 1.020731e+00 6.432115e-01 6.432115e-01 6.966633e-01 7.925131e-01 1.020731e+00 
